s,p,o
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133901,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133899
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6258,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7831
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6260,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7831
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6259,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7831
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C170783,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C156082
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C170782,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C156082
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C150202,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C156082
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9246,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181787
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7696,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181787
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185954,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181787
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5990,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181160
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6250,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181160
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9074,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C140241
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9073,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C140241
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7901,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C140241
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4523,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C140241
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C174044,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C174043
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115201,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3569
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3222,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3569
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5270,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3569
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C87134,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8258
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C87132,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8258
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C87133,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8258
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185837,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17104
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34071,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17104
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C131591,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17104
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184976,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17104
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134668,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17104
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21335,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17104
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C157768,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191692
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176888,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C172242
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C104323,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C111630
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134612,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134610
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134611,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134610
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134757,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134610
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7776,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133787
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7775,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133787
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6873,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133787
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7794,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133787
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9037,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133787
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C157754,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191694
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7553,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C90521
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7551,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C90521
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9075,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C90521
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7555,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C90521
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36210,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36229
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36230,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36229
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134524,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7122
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5764,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7122
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88053,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7122
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C171280,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C165561
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C167352,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C165561
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C170782,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C165561
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139972,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139971
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139976,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139971
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139975,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139971
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4334,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4243
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6472,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6470
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6471,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6470
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125402,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125337,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125331,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125334,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125403,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125335,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125343,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125361,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125348,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125333,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125359,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125340,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125350,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125358,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125401,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125336,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125357,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125338,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125354,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125339,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125346,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125355,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125342,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125352,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125347,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125353,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125341,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125330,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125360,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125332,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125356,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125351,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125345,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125344,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125349,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27875,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C158382
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27876,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C158382
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C140417,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C158382
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9267,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C158382
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22942,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21618
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22941,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21618
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22940,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21618
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8183,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4825
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141191,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141150
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141160,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141150
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40002,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40000
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40001,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40000
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C188041,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115460
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C160820,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C156098
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C170778,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C156098
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C170777,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C156098
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C170779,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C156098
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C136240,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C156098
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C180921,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181032
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4849,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4847
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4848,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4847
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8866,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68682
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5087,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68682
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176757,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C113815
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C165173,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27322
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C169108,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27322
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C136928,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C136927
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C136929,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C136927
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65028,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89099
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65029,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89099
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65027,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89099
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24209,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24208
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8407,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3524
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C91244,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C91252
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C91251,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C91252
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C91248,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C91252
