s,p,o
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94799,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8320
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8522,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8320
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3584,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8320
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5302,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5273
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68408,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68382
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7967,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4349
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C96492,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4349
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9452,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4349
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9453,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4349
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60641,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4349
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7966,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4349
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45429,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4349
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C96489,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4349
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162442,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4349
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162155,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4349
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162116,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4349
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9454,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4349
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38760,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4349
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5543,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4349
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C160819,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4349
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C96486,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4349
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162727,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C172623
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C165745,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C172623
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176997,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C172623
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9264,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7110
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128807,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7110
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7880,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7110
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49437,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24691
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C123384,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8012
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35702,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8012
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8015,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8012
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62192,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8012
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8995,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27258
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7187,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27258
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27266,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27258
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141028,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141021
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141024,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141021
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141022,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141021
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141027,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141021
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141023,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141021
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141031,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141021
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C188191,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142103
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C190646,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142103
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4243,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8586
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7821,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8586
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3583,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141222
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8651,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141222
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5067,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141222
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5064,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141222
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4960,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4807
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5269,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4807
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4959,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4807
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5302,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4807
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162113,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173162
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C172248,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173162
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125230,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125231
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184300,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125231
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40360,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4201
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139866,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139864
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139868,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139864
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139865,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139864
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7421,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7420
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8194,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C164256
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54347,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C164256
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9423,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9137
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9379,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9137
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C148175,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173046
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C183514,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173046
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C183515,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173046
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C188076,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7426
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C114944,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36115
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C95744,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36115
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C156460,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36115
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6759,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6767
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6752,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6767
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8712,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6767
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173815,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4716
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C188984,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4716
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184450,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C103349
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89151,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89150
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9311,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3552
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42700,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3552
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5385,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3552
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3556,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3552
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C189042,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142811
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C177895,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142811
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134834,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142811
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162580,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7393
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45748,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7748
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3499,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7748
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23058,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23056
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23057,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23056
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C129536,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3800
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C146988,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3800
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C177553,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3800
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4453,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3800
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C177552,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3800
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C146858,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3800
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C114923,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3800
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5362,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3800
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C168723,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3800
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C96846,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3800
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45695,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3800
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C114926,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3800
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173138,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3800
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162581,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3800
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C121941,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3800
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C147976,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C147975
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5163,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5164
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40360,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5164
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40364,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5164
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68684,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C165799
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5007,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C165799
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8604,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C165799
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8154,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C165799
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5008,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C165799
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C158149,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C165799
