s,p,o
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17085,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16330
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C124879,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C124878
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125583,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125582
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C51010,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20561
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C132184,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C132183
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142594,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C114459
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C186594,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C186593
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C52035,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38605
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C107135,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C107134
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C150302,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C150301
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C82160,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C81789
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181110,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181109
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181089,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181088
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C147473,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C120401
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88035,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88034
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C105118,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C105117
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7062,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3262
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3263,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3262
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4741,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3262
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C116590,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C116589
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C116595,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C116594
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C189940,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C189939
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142648,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25425
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C156638,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25425
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134011,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25425
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134010,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25425
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C106365,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C106364
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C131747,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C131746
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185627,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185626
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C95930,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C95928
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C148348,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C148347
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C156442,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64355
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64357,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64355
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64356,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64355
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C180957,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64355
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24458,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24523,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24555,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24537,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21307,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143016,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21306,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24820,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97909,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24258,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24457,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24623,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134587,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C71006,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24303,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21429,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24816,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97220,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21473,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21377,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24654,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24455,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24629,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C147939,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24568,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24656,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C119649,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142994,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C127885,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185687,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20802,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26635,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24764,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C124237,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125526,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24456,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24809,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20767,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C188803,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24567,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24808,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162369,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C104206,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24569,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C101491,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C126602,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C179887,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134682,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24807,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C102802,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24543,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24417,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C101428,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24819,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21303,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115436,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C138126,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C179147,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88202,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24265,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24522,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24384,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C101500,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24806,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24459,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24876,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C132140,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C150075,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176542,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176438,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143075,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21265,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C106611,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18258,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C178637,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21305,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24824,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25997
