p,s,o
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C120060,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C131337,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C124920,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C126632,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181693,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C101389,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C177668,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115113,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C192754,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C148174,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C114398,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26000,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C105100,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C171291,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115266,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20819,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C114322,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C113585,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C177650,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C131197,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97782,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C150327,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C101148,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26049,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C96451,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C126503,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C112145,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C122741,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88951,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C75897,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C114607,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C117075,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C152040,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C122747,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C177647,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125582,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C75507,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97415,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C98064,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C104889,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C114893,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C104502,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C117143,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C75900,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84434,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181118,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88991,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C106422,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C118213,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97412,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21585,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88034,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C112148,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C158578,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181121,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18382,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C155317,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C158481,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C104569,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20744
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C164644,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38013
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C95349,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38013
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153365,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38013
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C164464,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38013
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18891,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38013
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63507,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38013
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C164643,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38013
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C164578,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38013
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115562,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38013
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C170982,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38013
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185672,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38013
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C164598,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38013
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C164574,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38013
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185673,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38013
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94889,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38013
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C164588,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38013
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C161578,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54190
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C90480,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C37994
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C73943,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C37994
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50651,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C37994
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C96109,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41396
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C96111,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41396
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C96110,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41396
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34808,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3367
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36278,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3367
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36295,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3367
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C100104,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3367
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3824,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3367
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C77140,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3367
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36291,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3367
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48232,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3367
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35461,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3367
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142487,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16866
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C114459,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16866
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142736,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16866
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C80519,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16866
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142622,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16866
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142496,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16866
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16870,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16866
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C190555,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16866
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C51277,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16779
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C190182,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16779
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54108,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16779
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C51276,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16779
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142612,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16779
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C51278,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16779
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47883,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16779
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C190193,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16779
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47903,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16779
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142511,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25396
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15244,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25396
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17939,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16505
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C117528,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C103166
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C117441,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C103166
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C117623,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C103166
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C117491,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C103166
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C119864,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C103166
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C119889,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C103166
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C119850,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C103166
