p,s,o
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9208,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C90494
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9207,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C90494
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9209,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C90494
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9071,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C90494
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C187727,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184356
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181568,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181565
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181567,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181565
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C126168,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C126167
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185998,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185922
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191237,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185922
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24100,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24099
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C132898,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C132884
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C132899,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C132884
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C132901,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C132884
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C132900,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C132884
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C151979,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125904
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C151980,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125904
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6141,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5985
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C186007,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185926
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191251,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191249
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191250,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191249
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185984,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185912
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24072,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24069
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24071,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24069
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24073,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24069
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24070,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24069
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134815,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134814
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134816,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134814
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6317,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6316
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6318,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6316
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128089,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128088
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128090,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128088
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162243,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162242
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162244,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162242
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184413,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184358
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C187748,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184358
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C187719,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184358
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C187714,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184358
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6123,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6004
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184407,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184355
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C186623,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C186621
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C186622,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C186621
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C174292,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C174229
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139737,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139735
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139736,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139735
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C160230,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36080
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C160238,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36080
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185981,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185980
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C186000,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185980
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185983,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185913
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191228,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185917
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185995,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185917
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21916,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23002
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185981,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185909
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191250,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181299
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191267,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184428
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191240,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184428
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191269,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184428
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191268,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184428
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185928,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184428
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191270,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184428
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C186008,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185927
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C186009,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185929
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24185,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24184
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6138,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5996
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C186011,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185931
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191266,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185930
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C186010,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185930
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162229,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162227
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162228,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162227
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139802,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139801
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139812,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139801
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139806,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139801
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139805,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139801
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184419,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184360
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184421,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184360
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184420,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184360
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184399,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184360
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184404,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184360
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C187736,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184360
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6130,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5994
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185982,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185911
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181588,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181584
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181586,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181584
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C146712,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C136411
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C155287,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C136411
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142112,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C136411
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C170401,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C136411
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C146709,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C136411
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142103,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C136411
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C146669,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C136411
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C150455,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C136411
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C146689,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C136411
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184414,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184359
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24059,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24055
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24056,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24055
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24061,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24055
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24058,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24055
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24057,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24055
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181597,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181596
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181598,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181596
