p,s,o
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C51168,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24675
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185799,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64990
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185800,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64990
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C95257,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C95256
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64466,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64396
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C116536,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15347
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63336,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15347
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63339,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15347
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C116539,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15347
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C116544,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15347
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C116546,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15347
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63335,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15347
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28320,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15347
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29893,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15291
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94440,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15291
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C51590,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15291
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29892,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15291
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68466,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68464
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C599,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68464
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68467,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68464
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68468,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68464
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C145411,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143614
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C146406,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143614
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C144219,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143614
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C145959,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143614
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C144787,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143614
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C171011,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C123951
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153278,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153279
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C152074,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153279
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C163959,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153279
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153315,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153279
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C57936,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C58000
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C57911,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C58000
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C57959,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C58000
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C146578,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143878
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C145039,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143878
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C145661,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143878
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C146147,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143878
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C170830,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C127153
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C148026,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C127153
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C39947,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6357
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C39946,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6357
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C56447,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C56540
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C56397,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C56540
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C56496,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C56540
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C56267,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C56265
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C56268,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C56265
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C56269,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C56265
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C56266,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C56265
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27311,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27794
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27178,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27794
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26955,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27794
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27069,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27794
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C98669,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C159434
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C174324,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C171456
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C178010,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C171456
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C174328,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C171456
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C174323,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C171456
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C178008,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C171456
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C178009,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C171456
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C171532,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C171456
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191311,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C171456
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C171515,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C171456
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C178007,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C171456
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C145642,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143859
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C146566,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143859
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C146134,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143859
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8723,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8106
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8724,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8106
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8727,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8106
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8726,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8106
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6550,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8106
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C152353,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1633
