p,s,o
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8222,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88981
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8223,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88981
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C182034,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3461
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7249,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3461
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7873,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3461
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8285,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3461
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9079,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3461
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7263,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3461
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C182035,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3461
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C150207,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C175491
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C126206,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C126205
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6589,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8969
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133002,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C132999
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133000,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C132999
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133001,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C132999
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24078,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24083
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C154731,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139083
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C154732,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139083
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22128,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22126
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22127,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22126
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C140978,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C140967
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C140989,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C140967
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27247,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9053
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6330,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9053
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88093,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134810
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88092,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134810
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88095,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134810
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88094,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134810
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88090,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134810
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88091,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134810
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88089,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134810
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6697,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8761
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6698,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8761
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185975,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184426
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9156,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7171
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9162,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7171
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7396,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C90522
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9099,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C90522
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7920,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C90522
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7395,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C90522
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7397,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C90522
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C136771,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C136770
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C136772,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C136770
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6057,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6056
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6059,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6056
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6058,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6056
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184417,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181262
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115044,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89991
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115046,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89991
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115045,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89991
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115050,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89996
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115051,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89996
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115052,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89996
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7247,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6916
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133566,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133565
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133568,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133565
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133567,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133565
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115372,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C179220
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184527,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C135402
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184543,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C135402
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184548,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C135402
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184544,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C135402
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184539,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C135402
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184526,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C135402
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184545,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C135402
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184560,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C135402
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184529,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C135402
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184550,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C135402
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184565,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C135402
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184559,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C135402
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184538,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C135402
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184547,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C135402
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184542,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C135402
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184546,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C135402
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24063,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24054
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24064,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24054
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24065,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24054
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24055,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24054
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185351,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162876
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6070,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C87501
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115074,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C87501
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C178269,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C156745
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8912,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7901
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6361,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7901
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6363,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7901
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8917,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7901
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6362,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7901
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27785,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7901
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8895,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7896
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8901,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7896
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6191,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7896
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8904,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7896
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8899,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7896
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191251,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191206
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C87783,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115118
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C87781,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115118
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133653,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133651
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133652,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133651
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115048,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89995
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115049,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89995
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115047,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89995
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133535,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133532
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133534,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133532
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9099,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C91244
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88984,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C91244
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88981,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C91244
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88983,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C91244
